run_id,dataset,variant,seed,status,provenance,source_path,runtime_sec,attempts
final_ablation__pems_bay__fixed_fusion_forecast_only__seed49,pems_bay,fixed_fusion_forecast_only,49,completed,new,E:\paper_projects\sensors_faulty_sensor_paper\artifacts\revision_final_20260730\architecture_ablation\pems_bay\fixed_fusion_forecast_only\seed_49,1297.6072830999983,1.0
final_ablation__pems_bay__gated_fusion_forecast_only__seed49,pems_bay,gated_fusion_forecast_only,49,completed,new,E:\paper_projects\sensors_faulty_sensor_paper\artifacts\revision_final_20260730\architecture_ablation\pems_bay\gated_fusion_forecast_only\seed_49,1979.8493750999987,1.0
reused__pems_bay__sraf_id_forecast_only__seed50,pems_bay,sraf_id_forecast_only,50,completed,reused,E:\paper_projects\sensors_faulty_sensor_paper\artifacts\revision_20260728\loss_ablation\pems_bay\sraf_id_lambda000\seed_50,,
reused__pems_bay__id_mlp_ca__seed50,pems_bay,id_mlp_ca,50,completed,reused,E:\paper_projects\sensors_faulty_sensor_paper\experiments\id_mlp_ca_matched_fault_distribution_10seed\per_run\pems_bay__id_mlp_ca_matched__seed50,,
final_ablation__pems_bay__temporal_only_forecast_only__seed50,pems_bay,temporal_only_forecast_only,50,completed,new,E:\paper_projects\sensors_faulty_sensor_paper\artifacts\revision_final_20260730\architecture_ablation\pems_bay\temporal_only_forecast_only\seed_50,2152.6733189999995,1.0
final_ablation__pems_bay__spatial_only_forecast_only__seed50,pems_bay,spatial_only_forecast_only,50,completed,new,E:\paper_projects\sensors_faulty_sensor_paper\artifacts\revision_final_20260730\architecture_ablation\pems_bay\spatial_only_forecast_only\seed_50,2192.7321710999986,1.0
final_ablation__pems_bay__fixed_fusion_forecast_only__seed50,pems_bay,fixed_fusion_forecast_only,50,completed,new,E:\paper_projects\sensors_faulty_sensor_paper\artifacts\revision_final_20260730\architecture_ablation\pems_bay\fixed_fusion_forecast_only\seed_50,3149.6173756999997,1.0
final_ablation__pems_bay__gated_fusion_forecast_only__seed50,pems_bay,gated_fusion_forecast_only,50,completed,new,E:\paper_projects\sensors_faulty_sensor_paper\artifacts\revision_final_20260730\architecture_ablation\pems_bay\gated_fusion_forecast_only\seed_50,2087.839344999993,1.0
reused__pems_bay__sraf_id_forecast_only__seed51,pems_bay,sraf_id_forecast_only,51,completed,reused,E:\paper_projects\sensors_faulty_sensor_paper\artifacts\revision_20260728\loss_ablation\pems_bay\sraf_id_lambda000\seed_51,,
reused__pems_bay__id_mlp_ca__seed51,pems_bay,id_mlp_ca,51,completed,reused,E:\paper_projects\sensors_faulty_sensor_paper\experiments\id_mlp_ca_matched_fault_distribution_10seed\per_run\pems_bay__id_mlp_ca_matched__seed51,,
final_ablation__pems_bay__temporal_only_forecast_only__seed51,pems_bay,temporal_only_forecast_only,51,completed,new,E:\paper_projects\sensors_faulty_sensor_paper\artifacts\revision_final_20260730\architecture_ablation\pems_bay\temporal_only_forecast_only\seed_51,3052.3567759,1.0
final_ablation__pems_bay__spatial_only_forecast_only__seed51,pems_bay,spatial_only_forecast_only,51,completed,new,E:\paper_projects\sensors_faulty_sensor_paper\artifacts\revision_final_20260730\architecture_ablation\pems_bay\spatial_only_forecast_only\seed_51,3211.6231210999977,1.0
final_ablation__pems_bay__fixed_fusion_forecast_only__seed51,pems_bay,fixed_fusion_forecast_only,51,completed,new,E:\paper_projects\sensors_faulty_sensor_paper\artifacts\revision_final_20260730\architecture_ablation\pems_bay\fixed_fusion_forecast_only\seed_51,3194.1560900000004,1.0
final_ablation__pems_bay__gated_fusion_forecast_only__seed51,pems_bay,gated_fusion_forecast_only,51,completed,new,E:\paper_projects\sensors_faulty_sensor_paper\artifacts\revision_final_20260730\architecture_ablation\pems_bay\gated_fusion_forecast_only\seed_51,1470.6580338999993,1.0
