dataset,variant,seed,input_setting,fault,mae,rmse,horizon_3_mae,horizon_6_mae,horizon_12_mae,checkpoint_epoch,validation_mae
metr_la,sraf_id_lambda000,50,clean,clean,4.611439228057861,12.051326751708984,3.618321180343628,4.648388385772705,5.984845161437988,51,0.22134615650492503
metr_la,sraf_id_lambda000,50,faulty,RM20,4.686607837677002,12.170633316040039,3.7201435565948486,4.719651222229004,6.026434421539307,51,0.22134615650492503
metr_la,sraf_id_lambda000,50,faulty,RM40,4.822023391723633,12.373319625854492,3.892930030822754,4.849759101867676,6.115198135375977,51,0.22134615650492503
metr_la,sraf_id_lambda000,50,faulty,CO24,4.801529884338379,12.341035842895508,3.8636314868927,4.830413818359375,6.104804992675781,51,0.22134615650492503
metr_la,sraf_id_lambda000,50,faulty,GN-high,4.80417013168335,12.185152053833008,3.8756346702575684,4.827312469482422,6.092478275299072,51,0.22134615650492503
metr_la,sraf_id_lambda000,50,faulty,LD-high,4.9012064933776855,12.312626838684082,3.996744394302368,4.9352335929870605,6.135145664215088,51,0.22134615650492503
metr_la,sraf_id_lambda000,50,faulty,SV-high,4.772409439086914,12.38581657409668,3.8313345909118652,4.80634069442749,6.089411735534668,51,0.22134615650492503
