dataset,scope,candidate,reference,candidate_n,candidate_mean,candidate_sample_sd,candidate_se,candidate_ci95_low,candidate_ci95_high,reference_n,reference_mean,reference_sample_sd,reference_se,reference_ci95_low,reference_ci95_high,n,se,ci95_low,ci95_high,paired_mean_difference,paired_difference_sample_sd,seed_wins_candidate,seed_wins_reference,ties,paired_t_pvalue,wilcoxon_pvalue,cohens_dz,selection_role
metr_la,faulty_average,sraf_id_lambda005,sraf_id_lambda000,10,4.857578293482463,0.0197798840518085,0.0062549485457754,4.843428616826703,4.871727970138224,10,4.818479291598002,0.0197854277947625,0.0062567016312252,4.804325649187434,4.832632934008569,10,0.0094599100687082,0.0176991985631051,0.0604988052058156,0.0390990018844603,0.029914862277478,2,8,0,0.0025475909396807,0.009765625,1.3070092558606474,descriptive_test_evidence_not_used_for_selection
metr_la,clean,sraf_id_lambda005,sraf_id_lambda000,10,4.648078918457031,0.0204787128987645,0.0064759376308765,4.63342932975951,4.662728507154553,10,4.631499624252319,0.0204082086531051,0.0064536422307769,4.61690047125383,4.646098777250808,10,0.0100682448209695,-0.0061966579338503,0.0393552463432741,0.0165792942047119,0.031838585674458,3,7,0,0.1340274731800848,0.16015625,0.52072960696908,descriptive_test_evidence_not_used_for_selection
pems_bay,faulty_average,sraf_id_lambda005,sraf_id_lambda000,10,1.9541658023993176,0.0086373484572084,0.002731369406932,1.9479870155311785,1.9603445892674567,10,1.950165802240372,0.008830003911789,0.0027922924109449,1.9438491979623251,1.9564824065184176,10,0.0022572990997974,-0.0011063651682391,0.0091063654861305,0.0040000001589457,0.0071382065156078,3,7,0,0.1101533352574816,0.10546875,0.5603648689905006,descriptive_test_evidence_not_used_for_selection
pems_bay,clean,sraf_id_lambda005,sraf_id_lambda000,10,1.8124265909194943,0.0085485183738958,0.0027032788681309,1.806311349264911,1.818541832574078,10,1.8081544876098632,0.0068575222087959,0.0021685389284983,1.8032489117399535,1.8130600634797729,10,0.0020076017665284,-0.0002694074065673,0.0088136140258298,0.0042721033096312,0.0063485942168073,1,9,0,0.0622271184472137,0.037109375,0.6729211481687095,descriptive_test_evidence_not_used_for_selection
